location,Year,Month,Value Column Name,Value,Last Updated,Source,ir_comments
"Kyrgyzstan","2020","July","% death","0.04346678108188389","","Visual Measure",""
"Kyrgyzstan","2020","August","new_cases","8093","","Native",""
"Kyrgyzstan","2020","August","new_deaths","-320","","Native",""
"Kyrgyzstan","2020","August","% death","-0.039540343506734216","","Visual Measure",""
"Kyrgyzstan","2020","September","new_cases","2771","","Native",""
"Kyrgyzstan","2020","September","new_deaths","6","","Native",""
"Kyrgyzstan","2020","September","% death","0.0021652832912306026","","Visual Measure",""
"Kyrgyzstan","2020","October","new_cases","12209","","Native",""
"Kyrgyzstan","2020","October","new_deaths","80","","Native",""
"Kyrgyzstan","2020","October","% death","0.006552543205831763","","Visual Measure",""
"Kyrgyzstan","2020","November","new_cases","14300","","Native",""
"Kyrgyzstan","2020","November","new_deaths","131","","Native",""
"Kyrgyzstan","2020","November","% death","0.00916083916083916","","Visual Measure",""
"Kyrgyzstan","2020","December","new_cases","7856","","Native",""
"Kyrgyzstan","2020","December","new_deaths","80","","Native",""
"Kyrgyzstan","2020","December","% death","0.010183299389002037","","Visual Measure",""
"Kyrgyzstan","2021","January","new_cases","3554","","Native",""
"Kyrgyzstan","2021","January","new_deaths","57","","Native",""
"Kyrgyzstan","2021","January","% death","0.016038266741699492","","Visual Measure",""
"Kyrgyzstan","2021","February","new_cases","1663","","Native",""
"Kyrgyzstan","2021","February","new_deaths","54","","Native",""
"Kyrgyzstan","2021","February","% death","0.032471437161755864","","Visual Measure",""
"Kyrgyzstan","2021","March","new_cases","2287","","Native",""
"Kyrgyzstan","2021","March","new_deaths","34","","Native",""
"Kyrgyzstan","2021","March","% death","0.014866637516397026","","Visual Measure",""
"Kyrgyzstan","2021","April","new_cases","4088","","Native",""
"Kyrgyzstan","2021","April","new_deaths","61","","Native",""
"Kyrgyzstan","2021","April","% death","0.014921722113502935","","Visual Measure",""
"Ghana","2020","January","new_cases",,"","Native",""
"Ghana","2020","January","new_deaths",,"","Native",""
"Ghana","2020","January","% death","","","Visual Measure",""
"Ghana","2020","February","new_cases",,"","Native",""
"Ghana","2020","February","new_deaths",,"","Native",""
"Ghana","2020","February","% death","","","Visual Measure",""
"Ghana","2020","March","new_cases","161","","Native",""
"Ghana","2020","March","new_deaths","5","","Native",""
"Ghana","2020","March","% death","0.031055900621118012","","Visual Measure",""
"Ghana","2020","April","new_cases","1913","","Native",""
"Ghana","2020","April","new_deaths","12","","Native",""
"Ghana","2020","April","% death","0.006272869837950863","","Visual Measure",""
"Ghana","2020","May","new_cases","5996","","Native",""
"Ghana","2020","May","new_deaths","19","","Native",""
"Ghana","2020","May","% death","0.0031687791861240828","","Visual Measure",""
"Ghana","2020","June","new_cases","9671","","Native",""
"Ghana","2020","June","new_deaths","76","","Native",""
"Ghana","2020","June","% death","0.007858546168958742","","Visual Measure",""
"Ghana","2020","July","new_cases","17760","","Native",""
"Ghana","2020","July","new_deaths","70","","Native",""
"Ghana","2020","July","% death","0.003941441441441441","","Visual Measure",""
"Ghana","2020","August","new_cases","8797","","Native",""
"Ghana","2020","August","new_deaths","94","","Native",""
"Ghana","2020","August","% death","0.010685460952597476","","Visual Measure",""
"Ghana","2020","September","new_cases","2328","","Native",""
"Ghana","2020","September","new_deaths","25","","Native",""
"Ghana","2020","September","% death","0.010738831615120275","","Visual Measure",""
"Ghana","2020","October","new_cases","1429","","Native",""
"Ghana","2020","October","new_deaths","19","","Native",""
"Ghana","2020","October","% death","0.013296011196641007","","Visual Measure",""
"Ghana","2020","November","new_cases","3612","","Native",""
"Ghana","2020","November","new_deaths","3","","Native",""
"Ghana","2020","November","% death","0.0008305647840531562","","Visual Measure",""
"Ghana","2020","December","new_cases","3104","","Native",""
"Ghana","2020","December","new_deaths","12","","Native",""
"Ghana","2020","December","% death","0.003865979381443299","","Visual Measure",""
"Ghana","2021","January","new_cases","12239","","Native",""
"Ghana","2021","January","new_deaths","81","","Native",""
"Ghana","2021","January","% death","0.006618187760437945","","Visual Measure",""
"Ghana","2021","February","new_cases","17013","","Native",""
"Ghana","2021","February","new_deaths","191","","Native",""
"Ghana","2021","February","% death","0.011226708987245048","","Visual Measure",""
"Ghana","2021","March","new_cases","6560","","Native",""
"Ghana","2021","March","new_deaths","136","","Native",""
"Ghana","2021","March","% death","0.020731707317073172","","Visual Measure",""
"Ghana","2021","April","new_cases","1200","","Native",""
"Ghana","2021","April","new_deaths","29","","Native",""
"Ghana","2021","April","% death","0.024166666666666666","","Visual Measure",""
"Zambia","2020","January","new_cases",,"","Native",""
"Zambia","2020","January","new_deaths",,"","Native",""
"Zambia","2020","January","% death","","","Visual Measure",""
"Zambia","2020","February","new_cases",,"","Native",""
"Zambia","2020","February","new_deaths",,"","Native",""
"Zambia","2020","February","% death","","","Visual Measure",""
"Zambia","2020","March","new_cases","35","","Native",""
"Zambia","2020","March","new_deaths",,"","Native",""
"Zambia","2020","March","% death","0","","Visual Measure",""
"Zambia","2020","April","new_cases","71","","Native",""
"Zambia","2020","April","new_deaths","3","","Native",""
"Zambia","2020","April","% death","0.04225352112676056","","Visual Measure",""
"Zambia","2020","May","new_cases","951","","Native",""
"Zambia","2020","May","new_deaths","4","","Native",""
"Zambia","2020","May","% death","0.004206098843322818","","Visual Measure",""
"Zambia","2020","June","new_cases","537","","Native",""
"Zambia","2020","June","new_deaths","17","","Native",""
"Zambia","2020","June","% death","0.03165735567970205","","Visual Measure",""
"Zambia","2020","July","new_cases","4369","","Native",""
"Zambia","2020","July","new_deaths","127","","Native",""
"Zambia","2020","July","% death","0.029068436713206684","","Visual Measure",""
"Zambia","2020","August","new_cases","6134","","Native",""
"Zambia","2020","August","new_deaths","137","","Native",""
"Zambia","2020","August","% death","0.02233452885555918","","Visual Measure",""
"Zambia","2020","September","new_cases","2662","","Native",""
"Zambia","2020","September","new_deaths","44","","Native",""
"Zambia","2020","September","% death","0.01652892561983471","","Visual Measure",""
"Zambia","2020","October","new_cases","1673","","Native",""
"Zambia","2020","October","new_deaths","17","","Native",""
"Zambia","2020","October","% death","0.010161386730424387","","Visual Measure",""
"Zambia","2020","November","new_cases","1215","","Native",""
"Zambia","2020","November","new_deaths","8","","Native",""
"Zambia","2020","November","% death","0.006584362139917695","","Visual Measure",""
"Zambia","2020","December","new_cases","3078","","Native",""
"Zambia","2020","December","new_deaths","31","","Native",""
"Zambia","2020","December","% death","0.010071474983755685","","Visual Measure",""
"Zambia","2021","January","new_cases","33492","","Native",""
"Zambia","2021","January","new_deaths","375","","Native",""
"Zambia","2021","January","% death","0.011196703690433536","","Visual Measure",""
"Zambia","2021","February","new_cases","24317","","Native",""
"Zambia","2021","February","new_deaths","328","","Native",""
"Zambia","2021","February","% death","0.013488505983468355","","Visual Measure",""
"Zambia","2021","March","new_cases","9884","","Native",""
"Zambia","2021","March","new_deaths","117","","Native",""
"Zambia","2021","March","% death","0.011837312828814246","","Visual Measure",""
"Zambia","2021","April","new_cases","2701","","Native",""
"Zambia","2021","April","new_deaths","30","","Native",""
"Zambia","2021","April","% death","0.011106997408367271","","Visual Measure",""
"Uzbekistan","2020","January","new_cases",,"","Native",""
"Uzbekistan","2020","January","new_deaths",,"","Native",""
"Uzbekistan","2020","January","% death","","","Visual Measure",""
"Uzbekistan","2020","February","new_cases",,"","Native",""
"Uzbekistan","2020","February","new_deaths",,"","Native",""
"Uzbekistan","2020","February","% death","","","Visual Measure",""
"Uzbekistan","2020","March","new_cases","172","","Native",""
"Uzbekistan","2020","March","new_deaths","2","","Native",""
"Uzbekistan","2020","March","% death","0.011627906976744186","","Visual Measure",""
"Uzbekistan","2020","April","new_cases","1867","","Native",""
"Uzbekistan","2020","April","new_deaths","7","","Native",""
"Uzbekistan","2020","April","% death","0.003749330476700589","","Visual Measure",""
"Uzbekistan","2020","May","new_cases","1584","","Native",""
"Uzbekistan","2020","May","new_deaths","6","","Native",""
"Uzbekistan","2020","May","% death","0.003787878787878788","","Visual Measure",""
"Uzbekistan","2020","June","new_cases","4880","","Native",""
"Uzbekistan","2020","June","new_deaths","11","","Native",""
"Uzbekistan","2020","June","% death","0.002254098360655738","","Visual Measure",""
"Uzbekistan","2020","July","new_cases","15506","","Native",""
"Uzbekistan","2020","July","new_deaths","115","","Native",""
"Uzbekistan","2020","July","% death","0.007416483941699987","","Visual Measure",""
"Uzbekistan","2020","August","new_cases","17884","","Native",""
"Uzbekistan","2020","August","new_deaths","179","","Native",""
"Uzbekistan","2020","August","% death","0.010008946544397226","","Visual Measure",""
"Uzbekistan","2020","September","new_cases","14824","","Native",""
"Uzbekistan","2020","September","new_deaths","150","","Native",""
"Uzbekistan","2020","September","% death","0.010118726389638424","","Visual Measure",""
"Uzbekistan","2020","October","new_cases","10215","","Native",""
"Uzbekistan","2020","October","new_deaths","96","","Native",""
"Uzbekistan","2020","October","% death","0.009397944199706314","","Visual Measure",""
"Uzbekistan","2020","November","new_cases","6162","","Native",""
"Uzbekistan","2020","November","new_deaths","44","","Native",""
"Uzbekistan","2020","November","% death","0.007140538786108407","","Visual Measure",""
"Uzbekistan","2020","December","new_cases","3966","","Native",""
"Uzbekistan","2020","December","new_deaths","4","","Native",""
